"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
hgb_range,covid19_details,,radio,Hemoglobin,"LO, Low | WNL, Normal | HI, High | NT, Not tested | 99, Unknown",,,,,,"[labs] != '3'",,,,cbc,,
plt_range,covid19_details,,radio,Platelets,"LO, Low | WNL, Normal | HI, High | NT, Not tested | 99, Unknown",,,,,,"[labs] != '3'",,,,cbc,,
wbc_numeric,covid19_details,,text,"Total WBC count in 10^9/L",,,number,0,1000,,"[wbc_range] = 'LO' or [wbc_range] = 'HI'",,,,,,
alc,covid19_details,,text,"Absolute lymphocyte count per uL",,,number,0,,,"[alc_range] = 'LO' or [alc_range] = 'HI'",,,,,,
anc,covid19_details,,text,"Absolute neutrophil count per uL",,,number,0,,,"[anc_range] = 'LO' or [anc_range] = 'HI'",,,,,,
aec,covid19_details,,text,"Absolute eosinophil count per uL",,,number,0,,,"[aec_range] = 'LO' or [aec_range] = 'HI'",,,,,,
hgb,covid19_details,,text,"Hemoglobin level in g/dL",,,number,0,,,"[hgb_range] = 'LO' or [hgb_range] = 'HI'",,,,,,
plt,covid19_details,,text,"Platelet count, 10^3/uL",,,number,0,,,"[plt_range] = 'LO' or [plt_range] = 'HI'",,,,,,
creat,covid19_details,"Other lab values at presentation",radio,Creatinine,"0, Normal | 1, Abnormal | NT, Not tested | 99, Unknown",,,,,,"[labs] != '3'",,,,labs,,"SNOMED: 1032061000000108"
tbili,covid19_details,,radio,"Total bilirubin","0, Normal | 1, Abnormal | NT, Not tested | 99, Unknown",,,,,,"[labs] != '3'",,,,labs,,
ast,covid19_details,,radio,AST,"0, Normal | 1, Abnormal | NT, Not tested | 99, Unknown",,,,,,"[labs] != '3'",,,,labs,,
alt,covid19_details,,radio,ALT,"0, Normal | 1, Abnormal | NT, Not tested | 99, Unknown",,,,,,"[labs] != '3'",,,,labs,,
ldh,covid19_details,,radio,LDH,"0, Normal | 1, Abnormal | NT, Not tested | 99, Unknown",,,,,,"[labs] != '3'",,,,labs,,"SNOMED: 250644007"
tni,covid19_details,,radio,"Troponin I (TnI)","0, Normal | 1, Abnormal | NT, Not tested | 99, Unknown",,,,,,"[labs] != '3'",,,,labs,,
hs_trop,covid19_details,,radio,"High-sensitivity troponin","0, Normal | 1, Abnormal | NT, Not tested | 99, Unknown",,,,,,"[labs] != '3'",,,,labs,,
bnp,covid19_details,,radio,BNP,"0, Normal | 1, Abnormal | NT, Not tested | 99, Unknown",,,,,,"[labs] != '3'",,,,labs,,
crp,covid19_details,,radio,CRP,"0, Normal | 1, Abnormal | NT, Not tested | 99, Unknown",,,,,,"[labs] != '3'",,,,labs,,
il6,covid19_details,,radio,IL-6,"0, Normal | 1, Abnormal | NT, Not tested | 99, Unknown",,,,,,"[labs] != '3'",,,,labs,,
pt,covid19_details,,radio,PT,"0, Normal | 1, Abnormal | NT, Not tested | 99, Unknown",,,,,,"[labs] != '3'",,,,labs,,
aptt,covid19_details,,radio,aPTT,"0, Normal | 1, Abnormal | NT, Not tested | 99, Unknown",,,,,,"[labs] != '3'",,,,labs,,
fibrinogen,covid19_details,,radio,Fibrinogen,"0, Normal | 1, Abnormal | NT, Not tested | 99, Unknown",,,,,,"[labs] != '3'",,,,labs,,"SNOMED: 71636003"
ddimer,covid19_details,,radio,D-Dimer,"0, Normal | 1, Abnormal | NT, Not tested | 99, Unknown",,,,,,"[labs] != '3'",,,,labs,,"SNOMED: 1019221000000107"
other_lab,covid19_details,,radio,"Other (free text will open for more details below)","0, Normal | 1, Abnormal | NT, Not tested | 99, Unknown",,,,,,"[labs] != '3'",,,,labs,,
creat_numeric,covid19_details,,text,"Please provide measured creatinine level in mg/dL",,,number,0,,,"[creat] = '1'",,,,,,
tbili_numeric,covid19_details,,text,"Please provide measured total bilirubin value in mg/dL",,,,,,,"[tbili] = '1'",,,,,,
ast_numeric,covid19_details,,text,"Please provide measured AST/SGOT value in units/L",,,number,32,,,"[ast] = '1'",,,,,,
alt_numeric,covid19_details,,text,"Please provide measured ALT/SGPT value in units/L",,,number,32,,,"[alt] = '1'",,,,,,
pt_numeric,covid19_details,,text,"<div class=""rich-text-field-label""><p>Please report measured PT value in seconds.<span style=""font-weight: normal; color: #236fa1;""> If above the maximum range, enter ""999"".</span></p></div>",,,number,,,,"[pt] = '1'",,,,,,
aptt_numeric,covid19_details,,text,"<div class=""rich-text-field-label""><p>Please report measured aPTT value in seconds. <span style=""font-weight: normal; color: #236fa1;"">If above the maximum range, enter ""999"".</span></p></div>",,,number,0,,,"[aptt] = '1'",,,,,,
fibrinogen_numeric,covid19_details,,text,"<div class=""rich-text-field-label""><p>Please report measured fibrinogen value in mg/dL (conventional units).</p></div>",,,,,,,"[fibrinogen] = '1'",,,,,,
ddimer_numeric,covid19_details,,text,"Please report measured D-Dimer value along with units, which often differ between labs.",,,,,,,"[ddimer] = '1'",,,,,,
ldh_numeric,covid19_details,,text,"Please report measured LDH value along with units, which often differ between labs.",,,,,,,"[ldh] = '1'",,,,,,
tni_numeric,covid19_details,,text,"<div class=""rich-text-field-label""><p>Please report measured TnI value in ng/mL. <span style=""font-weight: normal; color: #236fa1;"">Only record values greater than or equal to 0.05 ng/mL.</span></p></div>",,,number,0,,,"[tni] = '1'",,,,,,
hs_trop_numeric,covid19_details,,text,"<div class=""rich-text-field-label""><p>Please report measured high sensitivity troponin value in pg/mL.</p></div>",,,number,0.05,,,"[hs_trop] = '1'",,,,,,
bnp_numeric,covid19_details,,text,"Please report measured BNP value in pg/mL.",,,number,0,,,"[bnp] = '1'",,,,,,
crp_numeric,covid19_details,,text,"Please provide measured CRP value along with units, which often differ between labs.",,,,,,,"[crp] = '1'",,,,,,
il6_numeric,covid19_details,,text,"Please report measured IL-6 value in pg/mL",,,number,1.8,,,"[il6] = '1'",,,,,,
other_lab_more,covid19_details,,notes,"<div class=""rich-text-field-label""><p>Please provide more details including numeric values, if you are able.</p> <p><span style=""font-weight: normal;""><span style=""color: #e03e2d;"">Do not record </span></span><span style=""color: #e03e2d;"">any PHI <span style=""font-weight: normal;"">in this field. As a reminder, this includes all elements of dates other than year.</span></span></p></div>",,,,,,,"[other_lab] = '1'",,,,,,
coinfection_yn,covid19_details,"<div class=""rich-text-field-label""><p><span style=""color: #843fa1;"">Co-infections</span></p></div>",radio,"Was another co-infection suspected within two weeks prior or up to two weeks after the COVID-19 diagnosis?","0, No | 1, Yes | 99, Unknown",,,,,,,,,,,,
coinfection,covid19_details,,checkbox,"<div class=""rich-text-field-label""><p>Were there other co-infections diagnosed? <span style=""font-weight: normal; color: #236fa1;"">Check all that apply.</span></p></div>","49872002, Viral, NOS | 407479009, Influenza A | 407480007, Influenza B | 84101006, Ordinary coronavirus | 1838001, Rhinovirus | 6415009, RSV | 409822003, Bacterial infection, NOS | 8745002, Gram-positive bacteria | 233607000, Pneumococcal pneumonia | 81325006, Gram-negative bacteria | 414561005, Fungal, NOS | 2429008, Aspergillus culture-confirmed | 709601002, Aspergillus suspected (galactomannan positive) | 442376007, Tests are pending | OTH, Other | UNK, Unknown | NONE, None","Terminology: SNOMED",,,,,"[coinfection_yn] = '1'",,,,,,"Terminology: SNOMED"
coinfection_other,covid19_details,,notes,"<div class=""rich-text-field-label""><p>Please specify what co-infections were diagnosed, including the organism(s) if you know it.</p> <p><span style=""color: #e03e2d;""><span style=""font-weight: normal;"">Do not record </span>any PHI <span style=""font-weight: normal;"">in this field. As a reminder, this includes all elements of dates other than year.</span></span></p></div>",,,,,,,"[coinfection_yn] = '1'",,,,,,
coinfection_site,covid19_details,,checkbox,"<div class=""rich-text-field-label""><p>What body locations were affected by the co-infection(s)? <span style=""font-weight: normal; color: #236fa1;"">Check all that apply.</span></p></div>","49596003, Abdomen/GI | 122489005, Bladder/GU (e.g., urinary tract infection [UTI]) | 431193003, Bloodstream (e.g., bacteremia, fungemia, viremia) | 111253001, Bone (e.g., osteomyelitis) | 113257007, Cardiovascular | 128601007, Pulmonary (i.e., pneumonia, sinusitis, etc.) | 108365000, Skin and soft tissue | OTH, Other (will trigger a free text to specify) | UNK, Unknown",,,,,,"[coinfection_yn] = '1'",,,,,,SNOMED-CT
coinfection_site_more,covid19_details,,notes,"<div class=""rich-text-field-label""><p>Please specify what other sites were affected by co-infection.</p> <p><span style=""color: #e03e2d;""><span style=""font-weight: normal;"">Do not record </span>any PHI <span style=""font-weight: normal;"">in this field. As a reminder, this includes all elements of dates other than year.</span></span></p></div>",,,,,,,"[coinfection_site(OTH)] = '1'",,,,,,
covid_19_treatment,covid19_details,"<div class=""rich-text-field-label""><p><span style=""color: #843fa1;"">COVID-19 Treatment</span></p></div>",checkbox,"<div class=""rich-text-field-label""><p>COVID-19 treatment, including pre-existing drugs that were continued during the COVID-19 diagnosis. <span style=""font-weight: normal; color: #236fa1;"">Check all that apply.</span></p></div>","B01A, Anticoagulation | B01AC, Antiplatelet agents other than aspirin | HO-44995, Antivirals | N02BA, Aspirin | ATC-J05AE08, Atazanavir | RXCUI-18631, Azithromycin (Zithromax/Z-Pak) | DB-15718, Bamlanivimab | Bam-Et, Bamlanivimab/Etesevimab | REGEN-COV2, Casirivimab/Imdevimab | RXCUI-2393, Chloroquine | RXCUI-5521, Hydroxychloroquine (Plaquenil) | HO-45861, JAK inhibitors (will prompt for additional details) | ATC-J05AR10, Lopinavir/Ritonavir | RXCUI-260101, Oseltamivir (Tamiflu) | B05AX03, Plasma from recovered individuals (convalescent plasma) | OMOP4873974, Remdesivir | ATC-C10AA, Statins | HO-45523, Systemic corticosteroids (will prompt for additional details) | ATC-L04AB, TNF alpha inhibitors (will prompt for additional details) | RXCUI-612865, Tocilizumab | ATC-L04AC, Other interleukin inhibitors (will prompt for additional details) | 233573008, Extracorporeal membrane oxygenation (ECMO) | 714749008, Continuous renal replacement therapy (CRRT) | OTH, Other | UNK, Unknown | NONE, None | oth_plasma, DEPRECATED",,,,,,,,,,,,"Terminologies: ATC/HemOnc/OMOP/RxNorm/SNOMED
@HIDECHOICE='oth_plasma'"
dx_cp_interval,covid19_details,,text,"<div class=""rich-text-field-label""><p>How many days elapsed between the COVID-19 diagnosis and the <em>first</em> convalescent plasma infusion?</p> <p><span style=""font-weight: normal; color: #236fa1;"">If the patient was infused on the same day as their diagnosis, enter 0 here. If you do not know the answer, enter 9999 here.</span></p></div>",,,integer,,,,"[covid_19_treatment(B05AX03)] = '1'",,,,,,
c19_aspirin_dose,covid19_details,,radio,"<div class=""rich-text-field-label""><p>Aspirin dosing</p></div>","262459003, Low dose (less than 200 mg/day) | 261829003, Full dose | 261665006, Unknown",,,,,,"[covid_19_treatment(N02BA)] = '1'",,,,,,"Terminology: SNOMED"
steroid_type,covid19_details,,checkbox,"<div class=""rich-text-field-label""><p>Steroid type. <span style=""font-weight: normal; color: #236fa1;"">Check all that apply.</span></p></div>","H02AB02, Dexamethasone (Decadron) | H02AB09, Hydrocortisone (Cortef) | H02AB04, Methylprednisolone (Solumedrol) | H02AB06, Prednisolone | H02AB07, Prednisone",,,,,,"[covid_19_treatment(HO-45523)] = '1'",,,,,,"Terminology: ATC"
steroid_specific,covid19_details,,radio,"<div class=""rich-text-field-label""><p>Steroid dosing, in <a href=""https://hemonc.org/wiki/Steroid_conversions"" target=""_blank"" rel=""noopener"">prednisone dose equivalents</a></p> <p><span style=""font-weight: normal; color: #236fa1;"">Note: 3 mg of dexamethasone is equivalent to 20 mg of prednisone, so any dose of dexamethasone of more than 3 mg/day (21 mg/week) would be equivalant to more than 20 mg of prednisone/day.</span></p></div>","1, 20 mg/day or below [low dose] | 1a, 10 mg/day or below [low dose] | 1b, More than 10 mg/day up to 20 mg/day | 2, More than 20 mg/day but less than 1mg/kg/day | 3, Equal to or greater than 1 mg/kg/day | 99, Unknown",,,,,,"[covid_19_treatment(HO-45523)] = '1'",,,,,," @HIDECHOICE='1'"
steroid_more,covid19_details,,notes,"<div class=""rich-text-field-label""><p>Please provide more details: prednisone dose equivalents (e.g., 1 mg/kg) and duration of steroid therapy.</p> <p><span style=""color: #e03e2d;""><span style=""font-weight: normal;"">Do not record </span>any PHI <span style=""font-weight: normal;"">in this field. As a reminder, this includes all elements of dates other than year.</span></span></p></div>",,,,,,,"[covid_19_treatment(HO-45523)] = '1'",,,,,,
covid_19_tx_interleukin,covid19_details,,checkbox,"<div class=""rich-text-field-label""><p>Interleukin inhibitor treatment other than tocilizumab. <span style=""font-weight: normal; color: #236fa1;"">Check all that apply.</span></p></div>","L04AC14, Sarilumab | OTH, Other",,,,,,"[covid_19_treatment(ATC-L04AC)] = '1'",,,,,,"Field:ATC L04AC; Values:ATC

@HIDECHOICE='L04AC07'"
